booking_id,guest_ref,property_code,room_code,rateplan_code,channel,booking_status,checkin_date_raw,checkout_date_raw,booked_at_raw,currency,total_amount_raw,discount_raw,tax_raw,adults_raw,children_raw,special_requests,cancellation_reason,source_file,ingested_at
BK124509,G-94767,SP01,STE-25,FLEX,OTA - Booking,CONFIRMED,2026-04-01,06/04/26,2026-02-17T22:16:00Z,SAR,"8,356.64",0%,1090.00,4,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK286616, G-56616 ,SP01,DLX-141,ADV,booking.com,CONFIRMED,2026-02-01,03/02/26,2026/01/12 22:32 GMT,SAR,"SAR 3,101.19",0%,SAR 404.50,4,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-975755,G-59564,SP01,25, flex ,Direct,CONFIRMED,18-06-2026,Jun 20 2026,2026-03-29T13:04:00Z,sar,SAR 4958,0%,VAT: 646.64,2,3,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-921676,g-23040,soudah-01,DLX161,FLEX,Direct,CANCEL,12-03-2026,Mar 16 2026,10-03-2026 10:23 PM,sar,"5,573.57",0%,sar 726.99,1,four,,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-754114,G82041,SP01,217,FLEX,Corporate,CONFIRMED,Mar 15 2026,Mar 18 2026,2026/02/22 17:10,sar,sar5355.17,627.96,698.50,3,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-572290 ,G-35333,SP01,STE-21, flex ,Direct,CONFIRMED,05/07/26,08/07/26,30-04-2026 03:51 AM,SAR,"VAT: SAR 4,470.86",0.00,SAR583.16,1,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-787701,g-46782,SP01,STE103,ADV,OTA - Booking,CONFIRMED,2026-04-05,Apr 09 2026,2026-01-16 03:42:00,sar,SAR 6005,405.21,783.26,3,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-908247,G-45524,SP-01,DLX47,FLEX,OTA - Booking,CONFIRMED,May 15 2026,2026-05-22,2026-04-13 23:11:00,SAR,11672.72,1675.67,1522.53,2,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-868297,G79219,SP01,DLX-71,FLEX,Travel Agent,CONFIRMED,"April 14, 2026",Apr 18 2026,2026-01-15T07:06:00Z,sar,sar6817.04,0%,sar 889.18,1,2,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-861380 ,G47797,SP01,DLX113,FLEX,booking.com,CONFIRMED,06/07/26,Jul 12 2026,2026-04-29T05:35:00Z,SR,SR8461.96,0%,SAR 1104,1,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK624660,g-77081,SP01,199,FLEX,Expedia,CONFIRMED,07-05-2026,08-05-2026,2026-04-23T13:35:00Z,SAR,SAR 921.26,16%,120.16,4,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-403127, G-50126 ,SP01, DLX-171 ,ADV,booking.com,CONFIRMED,13/03/26,2026-03-15,2026-02-25T19:44:00Z,SAR,"SAR 4,989.73",,650.83,1,2,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-889754,g-98050,SP-01,DLX148,FLEX,Direct,CONFIRMED,21/06/26,2026-06-26,2026-04-27T03:47:00Z,sar,"sar 2,741.51",518.78,sar 357.59,2,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-098013,G-02239,SP01,128,FLEX,Expedia,CONFIRMED,26/04/26,"April 28, 2026",2026/02/24 03:20,SAR,"SAR 2,326.83",0%,SAR 303,1,3,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-799463, G-78455 ,SP01,DLX40,FLEX,booking.com,HOLD,Jun 08 2026,12/06/26,2026/04/09 08:27 +0530,SAR,"SAR 4,952.73",0%,646.01,1,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-814028,G-57974,SP01, DLX-217 ,ADV,Direct,CONFIRMED,"March 15, 2026","March 21, 2026",2026-01-23T10:16:00Z,SAR,SAR14953.78,0%,SAR1950.49,2,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK575134, G-52546 ,SP01, DLX-33 ,ADV,Expedia,CONFIRMED,"February 26, 2026",05/03/26,22-02-2026 09:44 PM,SAR,"16,562.19",NULL,SAR 2160,4,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-895227 ,G-33735,soudah-01, DLX-189 ,FLEX,OTA - Booking,CONFIRMED,14/04/26,"April 17, 2026",2026-03-01 15:45:00,SAR,SAR3535.10,16%,VAT: 461.10,2,3,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-876523 ,g-48627,soudah-01,126,FLEX,Direct,CONFIRMED,17-04-2026,20/04/26,2026/03/11 11:07,sar,3992.55,0.00,520.77,4,0,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-279070,g-52104,SP01,DLX-140,FLEX,Travel Agent,cnf,2026-05-09,2026-05-13,2026-04-28 06:51:00,SR,SR5657.47,0%,SR737.93,1,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK253406, G-00699 ,SP01,STE102,FLEX,Direct,CONFIRMED,14/06/26,Jun 17 2026,2026/04/04 19:52,SAR,5196.87,0.00,677.85,1,four,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-753430,g-51791,SP01,STE43,FLEX,Direct,CONFIRMED,Jun 05 2026,08-06-2026,2026/03/21 23:40,SAR,"SAR 5,916.32",,771.69,1,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-809131,G-48681,SP-01,STE61,FLEX,OTA - Booking,CONFIRMED,19-02-2026,2026-02-22,29-01-2026 05:57 AM,S.A.R,"S.A.R 2,455.75",512.71,320.32,3,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-528791,g-73435,soudah-01,194,ADV,Direct,CONFIRMED,"June 22, 2026",24/06/26,28-04-2026 05:37 AM,SAR,3198.05,0.00,SAR 417.14,4,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK254518,g-52624,SP01,DLX-96,FLEX2026,Direct,CONFIRMED,"May 03, 2026",08/05/26,2026/04/21 08:41 +0000,SAR,7096.88,0%,SAR925.68,3,3,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-949702,G03330,SP01,DLX-197, flex ,Direct,cnf,28-03-2026,31-03-2026,2026-03-10T08:20:00Z,SAR,"2,292.56",229.10,299.03,4,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-133012,g-97157,SP-01,STE129, flex ,booking.com,CONFIRMED,Apr 04 2026,2026-04-10,2026/03/11 03:37,SR,"3,194.64",0.00,SAR 417,4,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-569274,g-56793,SP01,STE129,ADV,OTA - Booking,CANCELLED,22-04-2026,Apr 28 2026,2026-03-11 05:49:00,SAR,"10,553.98",1856.84,"SAR 1,376.61",4,NA,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-559189,G-95596,SP01,VIL194,FLEX,OTA - Booking,CONFIRMED,2026-05-02,08-05-2026,2026-04-08 08:56:00,SAR,12386.49,865.50,VAT: SAR1615.63,4,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-608922,g-25455,SP01,11, flex ,Direct,cnf,2026-05-02,2026-05-09,2026-03-15 07:15:00,SAR,11176.42,NULL,SAR1457.79,1,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-871318,G62129,SP01,STE56,FLEX,OTA - Booking,CONFIRMED,19/03/26,20/03/26,2026-01-23T06:17:00Z,SAR,SAR 1259,99.70,SAR 164.27,2,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-959860,g-60263,SP-01, DLX-134 ,ADV,Expedia,CONFIRMED,2026-05-02,May 07 2026,30-03-2026 06:50 AM GMT,SAR,VAT: SAR8051.22,9%,SAR 1050,2,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-229841 ,G-34945,SP01, DLX-57 ,ADV,Expedia,CONFIRMED,"April 18, 2026",23-04-2026,2026/02/19 18:16,sar,"2,695.98",0.00,sar351.65,4,NULL,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-238170 ,g-44200,SOUDAH_1, DLX-69 ,ADV,Direct,CANCELLED,Mar 24 2026,Mar 29 2026,19-03-2026 12:53 AM,sar,SAR 6273,968.61,VAT: sar818.21,4,2,Late check-in,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-434209,g-17220,SP01,VIL-142,FLEX,Direct,CONFIRMED,14/05/26,"May 20, 2026",2026-03-08T11:52:00Z,SAR,"SAR 3,096.28",359.94,SAR 404,3,one,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-238964,g-58224,soudah-01, DLX-55 , flex ,OTA - Booking,CONFIRMED,"March 09, 2026",14-03-2026,2026-02-21T15:44:00Z,SR,SR3935.23,429.63,SAR 513,1,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-177378,g-90912,SOUDAH_1,DLX103,ADV,OTA - Booking,CANCELLED,"May 28, 2026",Jun 02 2026,2026-04-19T21:40:00Z,SAR,SAR10923.64,0%,"1,424.82",1,1,Late check-in,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK939853,g-62203,soudah-01,STE-197,ADV,OTA - Booking,CONFIRMED,03/04/26,Apr 05 2026,2026-01-21T15:07:00Z,SAR,"SAR 2,334.50",0%,VAT: 304.50,2,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-670810,G-02527,soudah-01, DLX-108 , flex ,Direct,CONFIRMED,"March 11, 2026","March 14, 2026",10-03-2026 02:12 PM,SAR,"4,175.57",907.17,544.64,1,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-672026,g-29071,soudah-01,VIL-149,FLEX,OTA - Booking,CONFIRMED,2026-07-03,2026-07-05,2026-04-09 18:58:00,SR,"VAT: SR 3,483.36",160.16,SAR 454,1,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-554374, G-54345 ,SOUDAH_1,DLX214,ADV,Direct,CANCELLED,04-05-2026,2026-05-10,2026-02-28T04:33:00Z,SAR,SAR 7197,0.00,SAR938.73,2,one,,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-556148,g-02195,SP01, STE-194 ,FLEX,Travel Agent,CONFIRMED,Apr 22 2026,2026-04-26,2026-02-04T06:20:00Z,SAR,"SAR 3,550.24",0.00,463.07,3,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-233654 ,G-32591,SP01,DLX-116,FLEX,Direct,cnf,08-02-2026,2026-02-10,2026-01-01 04:58:00,SAR,SAR1570.15,0.00,SAR204.80,3,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK919792,g-71669,SOUDAH_1,116,FLEX,Direct,CONFIRMED,"March 11, 2026","March 13, 2026",2026-02-22T04:12:00Z,SAR,SAR 2569,0.00,335.11,1,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-591057,G-01453,SP-01,146,FLEX,Direct,CONFIRMED,06/04/26,11/04/26,2026/03/17 19:42,SR,SR8657.22,0%,SAR 1129,one,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK548676,G32961,SP01,52,FLEX2026,OTA - Booking,CONFIRMED,Jan 21 2026,Jan 22 2026,2026-01-17T12:00:00Z,SR,SR 883.73,188.33,SR 115.27,1,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-337010,G-83306,SP01,STE157,ADV,Direct,CONFIRMED,29/04/26,2026-05-02,2026-04-11 21:44:00,SR,"VAT: 3,541.90",0.00,SR461.99,1,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK985835,G71461,SP01,220,ADV,Direct,CONFIRMED,"February 02, 2026",06-02-2026,2026-02-01 20:59:00,SAR,"SAR 5,362.77",0%,SAR 699.49,1,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-648726,G-53046,SP01,STE-51,FLEX,Corporate,CONFIRMED,"May 08, 2026","May 15, 2026",2026-02-23 02:48:00,SAR,"15,507.40",10%,"2,022.70",3,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-026920 ,G-70064,SP01,VIL-17,ADV,OTA - Booking,CONFIRMED,2026-06-10,Jun 16 2026,2026-04-10 19:04:00,SAR,SAR 14201,0%,"VAT: SAR 1,852.30",1,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-082894,G-12510,SP01, STE-184 ,ADV,Direct,CONFIRMED,20/07/26,2026-07-24,28-04-2026 12:03 PM,sar,2091.68,0.00,272.83,2,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-412779,G-96786,SP01, STE-211 ,ADV,Direct,HOLD,02-06-2026,2026-06-07,2026/04/06 00:42,SAR,SAR4112.49,0%,536.41,4,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-276455,G65948,SOUDAH_1,DLX-216,FLEX,Corporate,CONFIRMED,12-01-2026,18/01/26,2026-01-06 19:10:00,sar,"10,343.78",0%,SAR 1349,3,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-116852,G-52859,SOUDAH_1,173,FLEX,Direct,CANCEL,"May 29, 2026",01/06/26,2026-03-28 00:30:00 +0000,SAR,"SAR 3,234.04",0%,SAR 421.83,3,3,,Price,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-427238,g-42824,SP-01,DLX-94,FLEX,Direct,cnf,Mar 28 2026,2026-04-01,2026-02-08T00:08:00Z,sar,7629.44,19%,VAT: sar 995.14,1,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK011481,G-76893,SP01,STE-207,FLEX,Direct,CONFIRMED,"March 11, 2026",18-03-2026,2026-02-13T05:44:00Z,SR,"14,286.40",0%,SAR 1863,2,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-270312,g-82597,SP01,STE192,ADV,Travel Agent,CONFIRMED,15-01-2026,"January 21, 2026",12-01-2026 03:35 AM,SAR,SAR11779.27,0%,"SAR 1,536.43",4,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-851043,G-55051,SP01, DLX-115 ,ADV,Direct,CONFIRMED,2026-05-15,2026-05-17,2026-04-28 12:01:00,SAR,5037.08,0.00,657.01,1,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-187950,g-09838,SP01, DLX-146 ,FLEX2026,booking.com,CONFIRMED,Feb 23 2026,2026-03-01,2026-01-13T21:51:00Z,SR,SAR 14189,0.00,"SR 1,850.69",4,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK204272,g-93518,soudah-01,DLX-118,FLEX,OTA - Booking,cnf,2026-04-04,2026-04-11,2026-02-01 23:44:00 +0530,SAR,SAR13920.98,0%,"1,815.78",4,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-303139,G24386,SP01, DLX-196 ,FLEX2026,Travel Agent,CONFIRMED,14/04/26,"April 17, 2026",2026-03-21 18:41:00 +0000,SAR,"VAT: 3,572.80",19%,VAT: 466.02,2,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-311346 ,g-09254,SP-01, STE-3 ,FLEX,Direct,CONFIRMED,Jun 01 2026,"June 03, 2026",2026-04-18T08:44:00Z,SR,"1,266.76",0%,SR 165.23,2,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK157861, G-64588 ,SP01,DLX-20,FLEX2026,Direct,CONFIRMED,"April 29, 2026",30-04-2026,03-03-2026 12:59 AM +0530,SAR,1033.83,17%,SAR 134.85,2,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-530936,G-59434,SP-01,216,FLEX,Direct,CONFIRMED,Mar 12 2026,2026-03-18,2026/01/25 16:42,sar,SAR 12881,0.00,"1,680.08",4,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-081146, G-92546 ,SOUDAH_1,STE-81,ADV,OTA - Booking,CANCELLED,Mar 22 2026,2026-03-29,2026-01-27 04:52:00,SR,SAR 6539,1097.51,852.87,1,NA, airport pickup ,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-191316,G-57271,SP-01,VIL36,FLEX2026,Direct,CANCELLED,"June 12, 2026","June 16, 2026",2026-04-29 20:10:00,sar,SAR 8080,0.00,SAR 1054,,0,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-766811,g-94810,SP01,STE120,FLEX,Expedia,CONFIRMED,2026-05-15,"May 18, 2026",2026/02/24 21:28,SAR,SAR5397.52,15%,SAR 704,4,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-944629,g-58933,SP01, STE-128 ,FLEX,Expedia,CONFIRMED,28-03-2026,"March 31, 2026",2026/03/05 11:06,SAR,"2,863.78",11%,SAR373.54,3,2,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-807236 , G-80167 ,SP01,218,FLEX,Travel Agent,HOLD,02/02/26,Feb 09 2026,03-01-2026 04:49 PM,SAR,"SAR 9,633.20",6%,1256.50,3,,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK814596,G-97873,soudah-01,STE-150,ADV,OTA - Booking,CONFIRMED,21-06-2026,Jun 23 2026,2026-04-19T18:56:00Z,sar,2174.12,9%,sar283.58,1,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-931420,G-82305,soudah-01,DLX111,FLEX,OTA - Booking,CANCELLED,2026-02-21,Feb 26 2026,06-01-2026 07:05 AM,SAR,"10,262.23",0.00,SAR1338.55,4,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-943042,G35037,SOUDAH_1,52,ADV,Direct,CONFIRMED,27/06/26,04/07/26,2026/04/22 12:44 GMT,SR,"SR 5,116.07",0%,SR 667.31,4,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-201820,G-50325,SP01,VIL-165,FLEX,Corporate,CONFIRMED,04-07-2026,"July 09, 2026",2026-04-25T02:29:00Z,SAR,"10,425.58",0%,SAR1359.86,1,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-059365,G99997,SP01, STE-205 ,FLEX,Travel Agent,CONFIRMED,12-04-2026,18-04-2026,2026-03-01T14:37:00Z,SAR,SAR 10677,0.00,"1,392.71",1,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-317195,G-79761,SP01,STE212, flex ,Direct,CONFIRMED,2026-04-01,05/04/26,2026-01-03T04:01:00Z,SAR,"SAR 3,285.05",0.00,428.48,4,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-847692,G-64023,SOUDAH_1,VIL-218,ADV,Direct,CONFIRMED,17/02/26,22-02-2026,2026/01/29 15:49,SAR,SAR 6488,0.00,VAT: SAR 846.25,4,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-907052,G-25036,SP01,DLX-125,ADV,Expedia,CONFIRMED,Jun 04 2026,2026-06-07,2026-04-23T06:06:00Z,SAR,SAR 1810,0.00,SAR 236.13,3,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-066995,G63360,SOUDAH_1,193,FLEX2026,Expedia,CANCELLED,2026-03-24,2026-03-25,2026/01/26 12:34,SAR,SAR2026.98,0.00,264.39,3,2, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK432028,NA,SP01, DLX-198 ,FLEX2026,Expedia,CONFIRMED,10-03-2026,"March 14, 2026",28-01-2026 04:39 AM,SAR,"6,083.80",0.00,SAR793.54,4,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-870178,G-73297,SP01,42,FLEX,Direct,CONFIRMED,2026-06-15,Jun 18 2026,05-04-2026 11:04 AM,SAR,SAR2732.90,308.59,356.46,3,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-974220,,SP01,DLX-43,FLEX,OTA - Booking,CONFIRMED,May 14 2026,2026-05-16,01-05-2026 09:57 AM,sar,"2,241.90",0.00,292.42,2,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-030065,G55674,SP-01, DLX-192 ,ADV,Direct,CONFIRMED,Mar 24 2026,2026-03-28,25-01-2026 01:24 PM,SAR,"8,077.35",0.00,"1,053.57",2,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-041543,G-27363,soudah-01,DLX-108,FLEX,Travel Agent,CONFIRMED,22/03/26,25/03/26,11-02-2026 04:40 AM +0530,sar,sar2278.80,0%,sar297.23,1,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-612952,G-46754,SP-01,163, flex ,OTA - Booking,CONFIRMED,01-05-2026,2026-05-04,19-04-2026 08:51 AM,SAR,"1,711.44",0.00,SAR 223.23,3,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-239803, G-39413 ,SP01,VIL65,FLEX,booking.com,CONFIRMED,Jun 12 2026,"June 19, 2026",29-03-2026 03:18 PM,SAR,"7,322.15",,955.06,4,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-526436,G-13095,SP-01,DLX-22,FLEX,Travel Agent,CONFIRMED,"April 19, 2026",Apr 21 2026,2026/02/25 15:34,SAR,"SAR 4,018.16",17%,524.11,1,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-075605,g-34509,SP01,9,FLEX,Corporate,CONFIRMED,27-03-2026,2026-04-02,2026-02-12 20:44:00 +0530,SAR,VAT: SAR7046.77,0%,SAR 919,1,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-776144 ,G-16873,SP01,82,FLEX,Direct,CONFIRMED,31/01/26,06-02-2026,2026-01-18 20:01:00,sar,12251.91,0.00,SAR 1598,1,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-712272,g-16547,SP01, STE-198 ,FLEX,Direct,CONFIRMED,01/04/26,Apr 04 2026,2026/03/07 13:27,SAR,"1,881.60",0.00,SAR 245.43,4,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK402285,G-52991,SOUDAH_1, DLX-69 ,FLEX2026,Direct,CONFIRMED,11/06/26,15/06/26,23-03-2026 04:03 PM,SAR,SAR2917.07,0.00,SAR380.49,3,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-803076,G-44445,SP01, STE-182 ,FLEX,OTA - Booking,CONFIRMED,"March 06, 2026",12/03/26,2026-02-13 15:05:00,SAR,"SAR 10,891.70",0%,"1,420.66",1,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-669952,G-79747,SOUDAH_1,DLX20,ADV,booking.com,CONFIRMED,Mar 20 2026,26/03/26,2026/01/13 12:57,SAR,8218.26,5%,SAR1071.95,1,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK128436,G-52198,SP01,198,FLEX,Direct,CONFIRMED,"May 05, 2026",2026-05-12,16-03-2026 08:10 PM +0530,sar,SAR 8475,0.00,1105.47,4,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-429915 ,G-88112,soudah-01,DLX-56,FLEX,Corporate,CONFIRMED,"March 01, 2026",2026-03-05,2026-02-14T18:01:00Z,sar,"4,057.53",0%,sar529.24,2,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-571994,G-34774,SP01,112,FLEX,Corporate,CANCEL,2026-01-14,17-01-2026,2026-01-12 03:25:00,SAR,5841.40,0.00,SAR761.92,4,0,Late check-in,Price,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-258420,G15990,SP01,VIL191, flex ,Travel Agent,HOLD,Feb 06 2026,"February 10, 2026",2026/01/27 10:12 +0530,SAR,SAR5918.35,0.00,SAR771.96,2,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-141934,,soudah-01,STE206,FLEX,Direct,CONFIRMED,May 30 2026,Jun 01 2026,19-04-2026 08:19 PM,SR,"SR 3,885.86",19%,SAR 507,four,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-397359,G75707,soudah-01,DLX-31,FLEX,Direct,CANCEL,22-03-2026,27-03-2026,28-01-2026 10:03 AM,SAR,SAR11568.06,NULL,"SAR 1,508.88",1,2, airport pickup ,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-376322,g-79235,SP-01,VIL-57,FLEX,OTA - Booking,CONFIRMED,01-06-2026,04/06/26,2026-04-04 10:27:00,SR,6347.40,10%,SR 827.92,1,one, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-087036,G85710,SP01, DLX-210 ,ADV,Direct,CANCELLED,"March 21, 2026",2026-03-22,2026-03-07T14:49:00Z,SAR,SAR 1802,0%,SAR 235,1,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-155277,,SP01,STE40,FLEX2026,OTA - Booking,CONFIRMED,06/01/26,12-01-2026,2026-01-01T08:05:00Z,sar,"6,340.82",0%,sar 827.06,4,NULL,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-303320,G91778,SP01, STE-11 ,FLEX,Direct,CANCEL,11-02-2026,2026-02-12,2026-01-03 02:01:00,SAR,SAR 2349,0%,SAR 306.38,4,1,Extra pillows,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-672724 ,G72806,SP01,DLX-194,ADV,Direct,CONFIRMED,Apr 28 2026,29-04-2026,2026-04-09 03:42:00,SAR,SAR1847.06,0%,SAR 241,3,NULL,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-195636,G-96544,SP-01,STE146,FLEX,Direct,CONFIRMED,29/04/26,Apr 30 2026,11-03-2026 01:00 PM,sar,1299.37,0%,169.48,4,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-021492 , G-25488 ,soudah-01, STE-164 ,FLEX,Direct,cnf,07/03/26,12/03/26,2026-03-05T05:20:00Z,SAR,"SAR 4,440.87",0.00,SAR 579.24,4,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK613375,g-50355,SOUDAH_1,4,FLEX,Direct,HOLD,16/02/26,2026-02-21,2026-01-28 07:42:00,sar,"VAT: 9,386.29",0%,SAR 1224,2,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK309845,G-78675,SP01,105,FLEX2026,Direct,CONFIRMED,11-04-2026,2026-04-13,2026-01-23T12:24:00Z,SAR,SAR 4604,8%,VAT: SAR 600.53,one,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-255348,g-81133,SP01,DLX-16,FLEX,OTA - Booking,CONFIRMED,Feb 06 2026,2026-02-13,13-01-2026 12:09 PM,SAR,SAR 13703,0.00,SAR 1787,2,2,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-143358,G10859,SP01,STE-201,FLEX,Direct,CONFIRMED,08/02/26,"February 15, 2026",2026-02-06T07:28:00Z,sar,sar12285.45,0%,sar1602.45,3,one,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
