payment_id,booking_id,paid_at_raw,payment_method,payment_status,amount_raw,fee_raw,refund_amount_raw,gateway_ref,notes,source_file,ingested_at
pay-578400,bk-585642,2026-05-19 05:01:00,VISA,FAILED,491.51,21.19,0,STRIPE_F6FGDGVSV3XF,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-502161 ,bk-158567,2026-02-02 12:19:00,MASTERCARD,SUCCESS,SAR 1543,1.3%,,STRIPE_NEFH49YV1E8O,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY854047,bk-036241,2026-01-31 00:57:00,MASTERCARD,SUCCESS,SAR 1105,SAR 21.47,,STRIPE_GV97D4JO09Z2,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-920765,bk-332139,02-02-2026 01:33 PM,VISA,SUCCESS,SAR1236.39,2.1%,0.00,STRIPE_YF21H9J2W2AE,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-695297, BK310969 ,07-02-2026 11:08 PM,VISA,SUCCESS,SAR 2149,1.2%,0.00,STRIPE_XSF2PONXMYX2,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-996628, BK-420876 ,23-01-2026 09:33 AM,visa card,SUCCESS,2213.77,0.6%,0,STRIPE_D7A385GGE0KC,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY198629,bk-095453,11-04-2026 03:52 PM,AMEX,S,1187.01,1.6%,,STRIPE_0TSLPHFVESNW,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-797186,bk-095453,2026/04/11 16:09,MASTERCARD,PENDING,"VAT: SAR 2,311.87",7.06,,STRIPE_V785PDW8BQZP,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-053400, BK-945625 ,2026-03-28 07:10:00,AMEX,SUCCESS,1267.56,33.25,,STRIPE_73W8D97BO599,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-087190, BK-079634 ,14-01-2026 03:26 PM,cash,SUCCESS,"SAR 1,096.01",13.54,0.00,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-463562, BK512361 ,2026/05/14 16:27,cash,SUCCESS,SAR707.15,SAR 12.49,0.00,STRIPE_UE950XYP5URK,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-667154, BK-548980 ,2026-03-11T08:54:00Z,Card,SUCCESS,SAR 416.16,2.2%,0.00,STRIPE_K7LWJC5825DR,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-441700 ,bk-050238,2026/03/11 09:22,Card,SUCCESS,2322.97,19.98,0,STRIPE_JY5QONKILWXY,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-251801, BK-752713 ,14-05-2026 10:51 PM,MASTERCARD,SUCCESS,SAR 632,SAR 17.07,0,STRIPE_AMQLMEGV2VXR,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-168793,bk-868523,2026-02-13T21:55:00Z,MASTERCARD,FAILED,SAR487.55,12.39,SAR175.66,STRIPE_F85UU034NCE1,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-158187,BK-547322,2026-05-06T13:33:00Z,VISA,SUCCESS,"2,199.98",26.44,,STRIPE_SF8FZNWHIMCI,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-824918, BK-906300 ,2026-03-10T05:03:00Z,Card,SUCCESS,VAT: SR 962.35,SAR 27.31,0,STRIPE_0ZMPBHRM4XSG,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-527203,BK-906300,2026/03/10 05:20,VISA,SUCCESS,"SAR 1,638.82",19.17,,STRIPE_3MVCYPJ6VW9N,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-761536, bk-701980 ,2026/02/26 02:34,cash,SUCCESS,SAR 1991,SAR 53.43,,STRIPE_S2DJ4B7T6UJK,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-739606,bk-701980,2026-02-26T02:51:00Z,visa card,SUCCESS,SAR1422.19,1.3%,,STRIPE_26LW3HGGQT2O,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-887251,BK-679228,22-01-2026 04:10 AM,cash,SUCCESS,"SAR 2,411.75",54.55,0,STRIPE_F1J9EPHC1GLH,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-453247 , BK-046572 ,2026-04-30T01:32:00Z,Card,SUCCESS,1519.87,7.34,0,STRIPE_13WRDN05X3VB,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-674653,bk-853164,2026-05-16 10:02:00,Apple Pay,SUCCESS,S.A.R2288.16,58.30,,STRIPE_J1RY8MSDAQAJ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-526393,bk-853164,2026-05-16T10:19:00Z,Apple Pay,SUCCESS,1109.61,17.36,0.00,STRIPE_TLSBMFB2GR7N,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-192519,BK-594235,2026/01/27 18:40,VISA,SUCCESS,SAR 298.82,2.6%,0,STRIPE_SMBFZP6KNTYC,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-917875,bk-699102,2026/04/01 23:40,MASTERCARD,SUCCESS,SAR1314.69,1.3%,0,STRIPE_3EJ10M8JEVON,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-094802, BK611394 ,2026-01-23 19:22:00,Card,SUCCESS,SAR 2424,2.4%,0,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-002240, BK611394 ,23-01-2026 07:39 PM,VISA,SUCCESS,SAR 498,6.67,,STRIPE_0UXMYYE3XIYB,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-455877,BK687619,18-02-2026 11:15 PM,VISA,SUCCESS,"1,161.54",2.1%,0,NA,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-057374, BK-819114 ,2026-04-01T09:07:00Z,AMEX,SUCCESS,SAR2216.18,24.61,0,STRIPE_UPGANUVD83WQ,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-623147,bk-468090,2026/03/12 08:43,Card,SUCCESS,SR1380.50,SAR 15.75,0,STRIPE_PUMIBRIXOZ7Z,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY075438,bk-468090,2026/03/12 09:00,VISA,SUCCESS,1274.28,SAR 16.38,,STRIPE_ZSJJIUV9B7RO,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-667320, BK-606130 ,2026-01-27 17:04:00,VISA,SUCCESS,527.38,2.4%,0.00,STRIPE_7315EDNQWIYC,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-833089,BK-606130,2026-01-27T17:21:00Z,Card,SUCCESS,SAR561.07,1.8%,,STRIPE_B49D5CLF9HFR,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-766683 ,bk-515437,01-05-2026 05:58 AM,VISA,SUCCESS,SAR 1306,1.1%,606.44,STRIPE_2PB01S36D2UV,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-252514,bk-515437,01-05-2026 06:15 AM,MASTERCARD,SUCCESS,"sar 1,063.29",SAR 19.12,0.00,STRIPE_PMDDN5TZ00NF,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-264832, BK-785957 ,2026/03/30 20:20,visa card,PENDING,578.18,14.33,,STRIPE_D48SN6IJ3QVV,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-316014,BK-785957,2026-03-30T20:37:00Z,visa card,SUCCESS,"S.A.R 2,086.32",13.24,2008.57,STRIPE_9PP1QN98VCSD,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-214873, BK-024073 ,2026-02-09T18:01:00Z,VISA,S,865.05,19.13,0,STRIPE_EOZKU72CEM7V,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-868003,BK-024073,09-02-2026 06:18 PM,VISA,SUCCESS,SAR 903,11.86,,STRIPE_V0A45WTII808,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-558919, BK-131886 ,2026-01-22 19:17:00,cash,SUCCESS,SAR 1079,1.7%,0.00,STRIPE_DP9GUBH39QM1,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-974963, bk-161506 ,15-05-2026 07:01 PM,visa card,SUCCESS,SAR 1016,1.8%,,STRIPE_FFA1OIUXY4JX,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY072075, BK-753430 ,2026-02-08T00:50:00Z,VISA,SUCCESS,SAR2385.41,60.04,0.00,STRIPE_ODY6GQ2FAFSN,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-789361, BK-235392 ,2026/05/15 15:03,VISA,S,562.59,SAR 22.67,0,STRIPE_LE64WPIHYXOY,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-243708, bk-321367 ,16-03-2026 05:18 PM,Apple Pay,SUCCESS,"1,297.36",29.80,,STRIPE_R7HRYGK7MVNG,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-153855,BK-428946,2026-02-02T16:27:00Z,Card,SUCCESS,"2,497.49",SAR 60.30,0.00,NULL,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY216059,bk-552827,2026-01-21 15:52:00,VISA,SUCCESS,SAR 361.25,3.5%,0,STRIPE_JQ4GRDMAL1M2,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-328707, BK-007211 ,2026-05-19T09:13:00Z,VISA,SUCCESS,SAR 1077,1.9%,,STRIPE_D3RHVWXI64O8,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY502001,  BK-007211  ,19-05-2026 09:30 AM,MASTERCARD,SUCCESS,"1,237.48",2.2%,0.00,,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-468144 , BK771300 ,2026-05-21T03:09:00Z,VISA,SUCCESS,SR1286.56,SAR 26.50,0,STRIPE_P57VEB6HKY6J,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-041489, bk-258495 ,2026-04-12T23:40:00Z,MASTERCARD,SUCCESS,SAR 681,2.4%,SAR 678,STRIPE_DMVGR1ATOYVG,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-141563 , bk-886239 ,2026-04-03T15:58:00Z,visa card,SUCCESS,SAR 1525,0.9%,0,STRIPE_VYX3UF0DMH4S,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-560045, BK-653459 ,18-01-2026 08:36 PM +0530,VISA,SUCCESS,SR2325.07,SAR 45.21,0,STRIPE_O7EGWPSEF1KF,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-191267, BK-653459 ,2026/01/18 20:53 +0000,VISA,SUCCESS,1498.38,SAR 35.15,0,STRIPE_TLX5YVB6HWPG,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY195815, BK-712592 ,2026-04-13T13:38:00Z,VISA,SUCCESS,SAR727.92,2.2%,0.00,STRIPE_VOJ3ZQPPV55J,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-301578 ,BK-003243,2026/01/18 10:59,MASTERCARD,SUCCESS,SAR 837.37,14.38,0.00,STRIPE_C71I437PRVK3,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-284880,BK-800250,05-01-2026 05:39 PM,VISA,S,SAR1153.84,SAR 31.53,,STRIPE_JIUEOVJSHSH4,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-095104 ,BK-023931,2026/03/15 19:21,Card,SUCCESS,"2,457.68",SAR 15.65,0.00,STRIPE_K3DTTI49ITN1,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-256783,BK283159,2026-03-23T03:25:00Z,MASTERCARD,SUCCESS,SAR351.91,SAR 15.68,0,STRIPE_5EC3JR31MEW4,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY446244,bk-028118,2026/02/21 12:27,visa card,SUCCESS,SAR 1258,2.4%,0.00,STRIPE_LIAND9TAE6OF,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-550712, BK-066865 ,2026-03-18 13:39:00,Card,S,"2,460.74",0.2%,0,STRIPE_B9KLEMDC20YY,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-067209 , BK-231382 ,2026/01/12 04:24,VISA,SUCCESS,SAR 706,1.6%,0,NA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-734464,BK-231382,12-01-2026 04:41 AM,VISA,SUCCESS,SAR1111.39,SAR 18.26,0,STRIPE_KXUB7HZ64D8P,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-814553,BK-873325,2026/03/11 12:33 +0000,AMEX,PENDING,889.04,SAR 12.92,,STRIPE_DI0ERC9A1D51,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-036894,BK-320036,2026/03/19 22:55,Apple Pay,SUCCESS,573.92,SAR 17.15,0.00,STRIPE_964L0023Q874,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-088447,BK705477,11-05-2026 08:55 PM,Card,SUCCESS,1293.23,18.91,0.00,STRIPE_FAZBGYZVN590,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-859007, BK-828593 ,2026-04-18T10:05:00Z,VISA,SUCCESS,SAR 958,9.12,,STRIPE_E41AN90SJNYA,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-714266,bk-597885,2026/04/02 10:57,Card,SUCCESS,"1,628.87",0.4%,,,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-900116,bk-931708,2026-01-02 03:50:00,VISA,SUCCESS,SAR 2125,SAR 46.93,0,STRIPE_4SZQ1WMREVNS,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-125112 , BK713222 ,2026-03-15T19:54:00Z,VISA,SUCCESS,"SAR 1,419.79",18.70,0,STRIPE_RR5HL4XT78PD,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-824672,bk-264252,10-02-2026 03:08 AM,cash,SUCCESS,SAR 1364,9.77,0,STRIPE_337ZJ6YHUMO4,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY639233,bk-264252,2026-02-10 03:25:00,cash,SUCCESS,sar1478.89,14.85,0.00,STRIPE_6G4VSC06IZ5A,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-601662,BK-763988,2026-01-04T09:06:00Z,MASTERCARD,S,"SAR 1,826.51",SAR 24.11,0.00,STRIPE_5DXSO111MXOA,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-185912, BK-763988 ,2026/01/04 09:23,MASTERCARD,SUCCESS,SAR 1773,SAR 26.43,0.00,STRIPE_4BIBFJP2KF0L,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-650051,bk-527787,2026-03-30T22:15:00Z,VISA,SUCCESS,VAT: SAR1376.76,27.40,0.00,STRIPE_D4B1844XOYNC,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-544268,BK-325641,2026-05-16 18:17:00,visa card,SUCCESS,1133.47,29.17,0.00,STRIPE_DMZU4QAAY5JR,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-088502, BK-335844 ,10-02-2026 11:23 AM +0000,VISA,PENDING,"SR 2,001.70",1.7%,0.00,STRIPE_RQX8ITJ6VBZC,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-937968,BK-350087,2026/02/12 15:42,cash,SUCCESS,954.52,2.2%,0,STRIPE_CN7T1A9E61A2,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-525071 , BK-350087 ,12-02-2026 03:59 PM,Apple Pay,SUCCESS,2064.28,SAR 37.43,0,STRIPE_RV52ATSB0ZX5,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-803883, BK-876523 ,2026/05/06 13:22 GMT,cash,SUCCESS,"SAR 1,807.43",SAR 25.96,,STRIPE_RNMIL5QEF885,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY319045,  BK-522306  ,2026-01-31 07:41:00,Card,SUCCESS,"SAR 1,081.20",SAR 13.98,0.00,STRIPE_MEWTERC3A4AA,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-870447, BK-532606 ,2026/01/20 16:49,VISA,SUCCESS,1572.12,1.9%,"SR 1,320.67",STRIPE_0H8SE5YZLWP7,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-743484,bk-198197,21-05-2026 05:10 AM,MASTERCARD,SUCCESS,SAR 1093,1.5%,0,STRIPE_WJV2D192D4KD,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-592239,bk-198197,2026-05-21 05:27:00,MASTERCARD,PENDING,SR1344.05,SAR 20.01,0,STRIPE_5NBSJX4EXTY0,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-634531, BK-301290 ,2026-03-30T01:09:00Z,cash,SUCCESS,"2,099.97",SAR 17.26,0,STRIPE_XDRH2YKN64DT,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-614552, BK-301290 ,30-03-2026 01:26 AM,VISA,SUCCESS,1065.90,0.8%,0.00,STRIPE_H1HIVVD5X78J,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-407647,BK-779747,2026/01/16 23:13,MASTERCARD,PENDING,SAR 2104,SAR 20.47,0.00,STRIPE_A9S8J06ZQGD5,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-623101,bk-447850,2026-03-10T13:37:00Z,AMEX,SUCCESS,SAR893.00,SAR 18.01,0,STRIPE_YQXMJSDUD138,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-791763, bk-634961 ,13-01-2026 06:46 AM,MASTERCARD,SUCCESS,SAR1717.61,0.8%,,STRIPE_83WQ0ZK9AC7D,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-804357,BK-875545,2026-02-16T21:16:00Z,Apple Pay,SUCCESS,2189.05,SAR 22.75,,STRIPE_IAH6Z50OZ8Y3,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-204360,BK454682,2026-04-12 20:45:00 GMT,MASTERCARD,FAILED,236.67,17.5%,0.00,STRIPE_5198IH7PMUY4,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-691625,bk-850596,2026-03-14 20:58:00 +0000,Card,FAILED,VAT: SR 172.57,SAR 18.36,0,STRIPE_4Y85Y0V38QRM,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-342525 ,BK-392228,2026/02/27 19:29,visa card,SUCCESS,"1,266.85",22.67,0,STRIPE_KK1JMPFTK6S4,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-278408,BK-539303,30-01-2026 12:01 PM,VISA,SUCCESS,SAR 1045,25.22,0,STRIPE_2X0213W8ZBYZ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-653146,BK-229332,2026-02-21 14:30:00 +0530,VISA,SUCCESS,SAR996.72,0.6%,0,STRIPE_GPNQN1KU6M8O,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-822285 ,BK-229332,2026/02/21 14:47,VISA,SUCCESS,279.45,SAR 26.08,0,STRIPE_O7PCTRHN68OY,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-367793, BK-615733 ,2026-01-22T08:58:00Z,VISA,SUCCESS,SAR860.07,2.6%,0,STRIPE_NQYMULT3NQR5,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY453373,BK-412250,2026-02-21T08:08:00Z,cash,SUCCESS,VAT: sar 525.98,SAR 6.32,0.00,STRIPE_4QRH16Y47NS5,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-118947,BK-412250,2026/02/21 08:25,VISA,S,SAR868.82,2.6%,,STRIPE_AK8TAOY37CQB,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-380223, bk-340943 ,2026-01-20T17:05:00Z,VISA,SUCCESS,VAT: SAR 403,SAR 11.66,0,NA,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-055142,bk-489508,01-01-2026 02:50 PM,VISA,SUCCESS,2152.23,SAR 15.89,0,NA,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-671483, bk-733284 ,22-03-2026 01:15 AM,VISA,SUCCESS,SAR1582.40,21.17,,STRIPE_FWT9M6RH6CJ8,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-808093, BK-661895 ,2026/05/20 19:43,VISA,SUCCESS,"SAR 1,625.67",1.1%,VAT: SAR 1163,STRIPE_FO71T6WYRQN0,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-467686, BK-661895 ,2026-05-20T20:00:00Z,Card,SUCCESS,SAR2199.30,16.39,0.00,STRIPE_DAIW56NYJW7S,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-967125,BK-884797,2026-01-07 01:40:00,MASTERCARD,SUCCESS,SR1109.52,2.1%,0,STRIPE_BR9HSWCX8P8R,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-362446, BK-707737 ,24-04-2026 07:14 PM,VISA,SUCCESS,VAT: 1432.00,0.4%,0,STRIPE_S3HVQ0GM9IDL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-443123 ,BK-707737,2026/04/24 19:31,Card,SUCCESS,SAR 1508,43.93,,STRIPE_3XH9LCVPCILT,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-535003,bk-520445,21-03-2026 11:46 AM,Card,SUCCESS,SAR1217.66,22.16,,STRIPE_LZDQX1RT92LG,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY197505,BK821025,2026-05-21T16:41:00Z,visa card,SUCCESS,SAR 1299,1.5%,,STRIPE_H4LNBFL3SI0V,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-820893,BK-236984,23-04-2026 10:47 PM,Card,SUCCESS,491.44,6.67,,STRIPE_F2HBDOEOXKJ9,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-208887,BK508674,2026/05/07 11:39,visa card,SUCCESS,SAR 259,SAR 24.42,0.00,NA,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-351261, BK-615138 ,24-01-2026 01:51 AM,VISA,SUCCESS,SAR912.99,27.65,,STRIPE_AI9SR1ZDWVNI,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-991044,bk-298302,2026-02-05 05:12:00,MASTERCARD,SUCCESS,"2,204.63",2.6%,0.00,STRIPE_TWOUYU07EM0V,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-984029,BK-521896,2026-04-19 05:39:00,Card,SUCCESS,SAR1864.04,1.1%,0,STRIPE_8UGVU6W8E1GB,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-300572 , BK-255616 ,2026/04/25 07:54 GMT,VISA,SUCCESS,"SAR 1,230.38",1.5%,0,STRIPE_4GT5T3Q826M8,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY299284,bk-986360,2026/03/10 13:37,Card,FAILED,SAR 367,5.0%,,STRIPE_VK8ACVX4VB9V,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-664873,bk-986360,2026-03-10 13:54:00,visa card,SUCCESS,400.62,1.4%,0.00,STRIPE_X9PEKQPOISFZ,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-928972,BK-868368,2026-04-18T01:38:00Z,Card,SUCCESS,SAR1914.77,1.4%,0.00,STRIPE_KXPEFGYASG5K,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY151272,BK-868368,18-04-2026 01:55 AM,MASTERCARD,SUCCESS,"SAR 1,728.10",SAR 42.12,0.00,STRIPE_796BAU3YLVUX,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-270777,BK-676285,2026-01-08 00:01:00,MASTERCARD,SUCCESS,818.35,SAR 17.59,0.00,STRIPE_XEI3YSA1YX5E,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-501477,BK-676285,08-01-2026 12:18 AM +0530,VISA,SUCCESS,1593.43,22.90,0.00,STRIPE_MDGXZX64YR42,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-871626,BK-762452,2026-05-20T23:50:00Z,Apple Pay,PENDING,"2,483.73",21.36,0.00,STRIPE_624G66R6EGYU,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-301573, BK-819628 ,2026-02-08 06:31:00,cash,SUCCESS,SR1753.25,8.75,,NA,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-278059 , BK-819628 ,08-02-2026 06:48 AM +0000,VISA,SUCCESS,sar1462.07,6.94,,NULL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-701203,bk-657234,15-01-2026 12:29 AM,Apple Pay,SUCCESS,SAR880.14,SAR 6.04,SAR382.59,STRIPE_F4H84XWZRUY9,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-124381, BK-772433 ,2026/04/25 13:29,cash,SUCCESS,VAT: SAR 208.07,2.4%,,STRIPE_VE7FQ7RDI9VL,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-184618,bk-052259,2026-05-17 18:22:00,VISA,SUCCESS,1317.64,1.9%,,STRIPE_LE15ARBE6CG8,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-630440, BK-131497 ,02-05-2026 06:25 AM,VISA,SUCCESS,591.74,4.6%,,STRIPE_XH229S48VJC2,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-520541 ,bk-947470,2026/01/26 19:31,cash,SUCCESS,"SAR 1,417.27",39.25,0,,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-949488,bk-668222,2026/03/23 04:55,cash,SUCCESS,SAR 922,SAR 16.44,0,STRIPE_Y0UNCBZISFJI,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-288200,bk-773769,2026-05-10 21:04:00,visa card,SUCCESS,"2,146.44",SAR 61.78,0,STRIPE_X4DO3OTVJHI3,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-506646,bk-773769,2026/05/10 21:21,VISA,SUCCESS,"VAT: SR 1,615.59",1.2%,,STRIPE_CZ1YFG9L8LWE,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-133281 ,BK852248,2026-02-27 01:38:00,VISA,SUCCESS,1138.73,0.6%,,STRIPE_WGQAQ5UQAWEM,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-368468,BK-127053,2026-04-04 04:41:00 GMT,cash,SUCCESS,"1,514.30",SAR 37.65,,STRIPE_D6RGX6HVM4BN,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY703314, BK002594 ,2026/05/01 10:30,MASTERCARD,FAILED,sar 469.68,26.60,0.00,STRIPE_73XFJEUGWSFD,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-131902,BK-766289,2026-02-11T07:11:00Z,Card,SUCCESS,SAR 716.72,SAR 24.77,,,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-829395, BK790889 ,2026-02-14 12:21:00,visa card,SUCCESS,2105.26,1.6%,0.00,STRIPE_KK05C22FSX3N,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-146848, BK-719724 ,2026/03/29 19:41,visa card,FAILED,SAR462.47,5.8%,,STRIPE_N912AYXTGVP4,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY602692,BK-755665,2026-01-12 15:41:00,MASTERCARD,SUCCESS,SAR 470.79,5.24,,STRIPE_1BY37F7R0HJ5,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
